Основаня целевая функция;Вспомогательные функции;;;Результаты расчетов (тоже вспомогательные целевые функции);;;;;;Категорияальные переменные;;Переменные (прочерк значит, что переменные не участвуют при данном типе заканчивания или сетки);;;;;;;;;;;;;;;;;;;;;;;;
Дисконтированная прибыль;;;;Накпленная добыча жидкости;Накпленная добыча нефти;Накпленная добыча газа;Накпленная закачка воды;Обводненность на посл. Мес. Расчета;Пластовое давление на последний месяц расчета;Тип скважины (1 - ННС, 2 - ННС с ГРП, 3 - ГС, 4 - ГС с ГРП);Тип системы разработки/сетка (1 - 5-точка, 2 - 9-точка, 3 - 7-точка);Площадь на скважину;Забойное давление добывающих скв.;Забойное давление нагн. Скв.;Проницаемость;Эф. Толщина пласта;соотношение расстояний м-у скв. И рядами;Пористость;Начальная водонасыщенность;Коэф. Дейекстра (для ОФП);Давление начала выделения газа;Вязкость нефти;Объемный коэф.нефти;Плотность нефти;Вязкость воды;Объемный коэф. воды;Начальное пластовое давление;Полудлина ГРП доб.скв.;Полудлина ГРП нагн.скв.;Проницаемость ГРП;Ширина ГРП доб.скв.;Ширина ГРП нагн.скв.;Длина ГС доб;Длина ГС нагн;Кол-во ГРП на доб.скв.;Кол-во ГРП на нагн скв.
7003.758;0.345;13.176;1;5982.07;4729.03;293.166;6845.07;0.507;185.232;1;1;90;105;345;23.57;35;4.5;0.15;0.06;0.23;90;1.5;1.13;0.9;0.7;1.03;207;-;-;-;-;-;-;-;-;-
4131.357;0.218;8.367;1;3077.619;3037.71;672.08;2757.26;0.015;189.448;1;1;72;111;355;7.33;49;4.2;0.2;0.13;0.04;271;0.8;1.2;0.8;0.7;1.02;324;-;-;-;-;-;-;-;-;-
2091.533;0.436;4.724;1;2110.181;1898.32;199.086;2565.24;0.399;141.869;1;1;73;46;356;22.14;14;3;0.17;0.12;0.17;140;0.9;1.03;0.7;0.9;1.01;307;-;-;-;-;-;-;-;-;-
6000.129;0.682;12.295;1;10331.57;3557.32;341.02;11412.5;0.9;303.472;1;1;35;212;408;30.84;30;3.3;0.19;0.09;0.26;130;1.1;1.19;0.8;0.3;1.03;237;-;-;-;-;-;-;-;-;-
2821.874;0.284;5.858;1;3225.134;2970.15;176.897;3628.66;0.135;284.013;1;1;97;264;349;45.43;26;2;0.15;0.17;0.47;87;1.5;1.04;0.8;0.7;1.03;345;-;-;-;-;-;-;-;-;-
3852.799;0.543;8.145;1;3077.078;2088;293.029;4079.74;0.906;225.983;1;1;45;81;369;47.76;17;0.4;0.2;0.09;0.3;173;0.6;1.13;0.8;0.8;0.98;228;-;-;-;-;-;-;-;-;-
7323.285;0.578;14.363;1;7158.74;4032.76;243.453;7774.45;0.75;223.519;1;1;56;20;476;21.45;24;3.8;0.17;0.03;0.43;88;1;1.12;0.9;0.6;1.04;297;-;-;-;-;-;-;-;-;-
620.136;0.337;2.086;0.578;917.727;750.024;42.858;1017.49;0.472;191.928;1;1;85;85;420;16.61;6;4.4;0.16;0.13;0.01;84;1.4;1.17;0.9;0.8;1.05;236;-;-;-;-;-;-;-;-;-
-184.872;0.098;0.683;0.099;366.368;359.43;72.328;249.967;0.021;210.672;1;1;99;26;499;1.49;15;2.1;0.12;0.14;0.25;275;0.8;1.24;0.8;0.9;1.05;249;-;-;-;-;-;-;-;-;-
6584.35;0.388;12.479;1;5451.47;4317.14;957.507;7768.29;0.583;218.877;1;1;88;18;442;21.74;37;4.6;0.16;0.06;0.15;286;1.2;1.07;0.7;0.8;1.05;250;-;-;-;-;-;-;-;-;-
2526.891;0.239;5.393;1;2555.763;2347.5;391.795;3496.01;0.345;267.224;1;1;90;197;469;11.03;22;4.9;0.2;0.01;0.06;207;0.9;1.23;0.8;0.5;1.05;339;-;-;-;-;-;-;-;-;-
12130.51;0.617;22.177;1;17068.95;9360.12;1295.85;21564.3;0.806;258.907;1;1;87;167;383;30.78;49;1.7;0.16;0.19;0.1;177;0.3;1.19;0.7;0.3;0.99;235;-;-;-;-;-;-;-;-;-
753.989;0.751;2.434;1;3654.21;563.92;82.832;3945.06;0.993;291.148;1;1;28;142;438;44.34;6;0.9;0.2;0.17;0.11;186;1.4;1.06;0.7;0.3;0.99;226;-;-;-;-;-;-;-;-;-
-171.351;0.175;0.673;0.099;359.529;349.656;59.369;522.871;0.027;221.188;1;1;25;208;329;6.11;19;2.5;0.19;0.14;0.47;210;0.3;1.09;0.8;0.9;1.03;250;-;-;-;-;-;-;-;-;-
-523.534;0.01;0.089;0;145.448;136.757;9.603;165.611;0.06;236.588;1;1;89;177;367;0.48;40;0.4;0.14;0.17;0.3;100;1.5;1.24;0.7;0.5;1.03;240;-;-;-;-;-;-;-;-;-
1610.241;0.497;3.803;1;1628.114;1610.61;218.48;2288.43;0.365;266.751;1;1;89;181;441;37.79;9;0.5;0.15;0.04;0.45;174;0.2;1.13;0.8;0.8;1;347;-;-;-;-;-;-;-;-;-
4364.316;0.612;8.738;1;4232.152;3616.04;505.844;5879.06;0.642;198.105;1;1;76;96;359;45.1;22;1.2;0.16;0.19;0.05;176;1.1;1.18;0.7;1;1.01;180;-;-;-;-;-;-;-;-;-
-343.892;0.224;0.35;0;121.589;121.205;25.786;0;0.005;123.124;1;1;32;70;316;4.28;5;4.4;0.15;0.1;0.37;208;1.1;1.24;0.7;0.5;0.98;345;-;-;-;-;-;-;-;-;-
4710.616;0.347;9.4;1;4552.405;4099.92;641.074;6451.94;0.351;247.124;1;1;72;181;410;12.21;37;2.6;0.2;0.12;0.3;196;0.2;1.2;0.9;0.4;1.05;216;-;-;-;-;-;-;-;-;-
3409.72;0.765;7.517;1;4917.83;2047.38;159.226;5410.82;0.93;250.99;1;1;25;136;378;39.96;19;3.3;0.19;0;0.4;109;1.1;1.08;0.8;0.7;1.04;178;-;-;-;-;-;-;-;-;-
3708.684;0.666;7.787;1;2842.137;2092.38;463.078;4313.02;0.735;210.705;1;1;54;34;370;35.48;14;1.6;0.18;0.05;0.27;239;1.3;1.09;0.9;0.7;1;242;-;-;-;-;-;-;-;-;-
4887.964;0.43;9.753;1;5418.94;3014.04;449.541;6821.54;0.747;202.575;1;1;69;118;314;34.78;33;5;0.15;0.19;0.15;191;1.1;1.12;0.8;0.7;1.01;212;-;-;-;-;-;-;-;-;-
5157.173;0.361;10.235;1;3964.01;3964.01;738.133;6050.74;0;261.266;1;1;69;217;354;26.02;35;0.3;0.2;0.07;0.09;227;1;1.07;0.9;0.3;1.01;350;-;-;-;-;-;-;-;-;-
9378.826;0.494;17.35;1;8289.95;8289.95;1624.23;12481.1;0;241.044;1;1;88;195;486;26.22;49;1.2;0.17;0.05;0.39;245;1.2;1.19;0.8;0.8;1.05;267;-;-;-;-;-;-;-;-;-
2023.147;0.204;4.66;1;2246.685;2184.31;153.386;2688.94;0.091;218.969;1;1;62;189;342;10.19;41;3.6;0.16;0.14;0.26;100;0.9;1.14;0.8;0.7;0.99;276;-;-;-;-;-;-;-;-;-
7304.672;0.712;14.607;1;9498.73;4292.66;562.399;11066.3;0.861;244.94;1;1;42;148;365;47.49;31;3.7;0.18;0.04;0.03;169;1.5;1.1;0.8;0.6;1.04;280;-;-;-;-;-;-;-;-;-
770.48;0.415;2.398;0.549;1416.699;1336.07;187.468;1950.76;0.272;288.146;1;1;60;253;418;34.07;11;2.7;0.2;0.07;0.34;179;1.2;1.01;0.7;0.9;1.05;269;-;-;-;-;-;-;-;-;-
1175.736;0.239;3.18;1;1071.26;1071.26;138.374;1437.27;0;246.81;1;1;45;212;323;42.76;25;0.1;0.16;0.08;0.46;167;0.8;1.06;0.9;0.8;1.04;280;-;-;-;-;-;-;-;-;-
5338.55;0.43;10.699;1;5839.66;4388.53;514.659;7515.07;0.553;236.517;1;1;59;19;500;9.86;40;3.5;0.17;0.06;0.21;217;0.2;1.24;0.8;0.5;1.04;154;-;-;-;-;-;-;-;-;-
-625.028;0.011;-0.149;0;24.409;24.409;5.036;6.173;0;257.208;1;1;51;181;316;0.05;22;4.9;0.09;0.02;0.08;263;1.4;1.22;0.9;0.4;0.98;307;-;-;-;-;-;-;-;-;-
10089.009;0.667;19.879;1;7674.21;4969.1;1075.45;11124.4;0.748;200.559;1;1;39;57;323;44.63;50;2.6;0.19;0.14;0.1;248;0.8;1.19;0.9;1;0.99;235;-;-;-;-;-;-;-;-;-
1538.703;0.253;3.919;1;548.529;547.524;155.707;0;0.004;113.16;1;1;30;49;332;28.47;16;1.7;0.2;0.1;0.36;232;0.8;1.18;0.9;1;0.98;342;-;-;-;-;-;-;-;-;-
7086.561;0.598;13.912;1;5168.013;4782.11;565.903;6673.53;0.45;152.075;1;1;57;45;348;29.76;29;1.6;0.18;0.08;0.14;149;0.5;1.07;0.8;0.9;1.02;276;-;-;-;-;-;-;-;-;-
8966.878;0.69;16.921;1;7901.12;6073.91;699.566;9725.98;0.728;253.761;1;1;75;97;483;36.44;28;1.6;0.17;0.16;0.03;152;1.3;1.17;0.8;0.9;1.04;344;-;-;-;-;-;-;-;-;-
5482.49;0.742;11.336;1;9214.17;2740.74;608.961;11001.9;0.978;236.066;1;1;34;94;328;45.28;35;3.1;0.16;0.14;0.14;278;1.5;1.16;0.8;0.5;1.03;282;-;-;-;-;-;-;-;-;-
2072.275;0.461;4.804;1;2679.44;2679.44;538.058;4542.88;0;254.988;1;1;52;233;334;33.77;26;0.8;0.18;0.01;0.33;251;0.5;1.19;0.7;0.5;0.98;242;-;-;-;-;-;-;-;-;-
13460.909;0.62;24.24;1;9657.24;8069.04;1336.87;13668.8;0.527;198.799;1;1;95;43;431;39.94;32;2.3;0.16;0;0.08;196;0.4;1.19;0.8;0.8;1;313;-;-;-;-;-;-;-;-;-
-199.122;0.484;0.634;0.06;411.239;245.431;23.958;498.493;0.72;236.676;1;1;51;150;374;41.97;2;4.6;0.2;0.12;0.22;132;1.5;1.11;0.8;0.9;1.01;158;-;-;-;-;-;-;-;-;-
1037.791;0.308;2.807;0.702;1707.69;1707.69;349.3;2748;0;249.486;1;1;89;224;470;24.35;15;2.1;0.18;0.03;0.04;284;0.6;1.11;0.7;1;1.02;257;-;-;-;-;-;-;-;-;-
12567.068;0.651;24.135;1;17300.24;7363.02;1168.2;21408.2;0.93;264.243;1;1;50;135;390;36.84;47;0.7;0.19;0.03;0.05;237;1.4;1.1;0.7;0.3;0.99;199;-;-;-;-;-;-;-;-;-
5502.921;0.657;11.328;1;4449.72;2461.17;565.092;6094.87;0.902;270.977;1;1;37;60;432;45.68;26;0.7;0.18;0.08;0.07;290;0.6;1.21;0.9;1;1.04;294;-;-;-;-;-;-;-;-;-
3307.708;0.471;6.783;1;3923.7;2443.51;135.717;4405.09;0.672;224.043;1;1;86;75;427;14.25;14;2.3;0.15;0.12;0.37;82;1.1;1.13;0.9;0.3;1.04;150;-;-;-;-;-;-;-;-;-
10953.511;0.548;20.149;1;11320.28;9933.77;943.587;13776;0.434;197.247;1;1;86;105;403;27.97;41;2;0.18;0.06;0.35;129;1.4;1.08;0.7;0.6;1.04;274;-;-;-;-;-;-;-;-;-
3012.427;0.76;6.587;1;5082.51;2052.83;251.957;5904.45;0.976;254.416;1;1;45;124;386;45.1;15;2.6;0.17;0.13;0.21;160;1.5;1.03;0.7;0.6;1.01;225;-;-;-;-;-;-;-;-;-
168.361;0.227;1.317;0.282;602.137;599.268;87.511;630.214;0.005;163.408;1;1;34;130;326;4.87;20;3.6;0.17;0.11;0.21;188;1.5;1.07;0.7;0.9;1.02;244;-;-;-;-;-;-;-;-;-
6858.91;0.489;13.777;1;7603.8;3911.38;133.064;8145.62;0.764;316.515;1;1;42;195;478;24.07;34;4.2;0.19;0.12;0.3;54;0.7;1.14;0.9;0.6;1.01;305;-;-;-;-;-;-;-;-;-
13353.85;0.445;24.948;1;13391.76;6295.32;1408.48;17082.7;0.821;206.916;1;1;68;18;315;26.6;50;4.7;0.2;0.08;0.19;275;1.2;1.1;0.9;0.3;0.98;302;-;-;-;-;-;-;-;-;-
1677.081;0.448;4.106;1;2847.62;1300.41;101.134;3194.47;0.805;338.804;1;1;46;231;477;19.12;13;5;0.17;0.06;0.27;109;0.2;1.01;0.8;0.4;1;337;-;-;-;-;-;-;-;-;-
990.201;0.718;2.71;0.871;1844.865;1107.66;84.272;2181.24;0.823;245.256;1;1;95;43;486;46.38;4;2.6;0.15;0.09;0.41;107;1.4;1.15;0.7;0.8;0.99;169;-;-;-;-;-;-;-;-;-
-252.389;0.052;0.547;0.083;463.119;419.702;17.097;529.91;0.094;295.705;1;1;67;252;405;1.84;37;3.7;0.12;0.17;0.42;63;0.7;1.16;0.7;0.5;1.04;286;-;-;-;-;-;-;-;-;-
1535.237;0.503;3.676;0.941;1904.573;1569.73;331.248;2971.3;0.465;305.85;1;1;88;259;428;38.94;12;2.3;0.15;0.17;0.35;265;0.8;1.07;0.9;0.7;1.02;261;-;-;-;-;-;-;-;-;-
1323.561;0.367;3.38;1;1510.324;1313.11;199.689;1892.96;0.457;186.191;1;1;66;112;343;14.03;15;3.9;0.15;0.06;0.42;194;1.3;1.23;0.7;0.6;1.05;318;-;-;-;-;-;-;-;-;-
531.74;0.678;1.991;0.914;1123.492;501.181;99.036;1434.61;0.856;259.496;1;1;42;146;389;44.7;5;3.9;0.17;0.12;0.31;239;0.9;1.14;0.9;0.8;0.99;344;-;-;-;-;-;-;-;-;-
2844.713;0.246;6.044;1;2192.856;2148.54;430.095;2815.21;0.021;231.415;1;1;76;165;460;11.11;36;0.4;0.16;0.17;0.05;250;1.3;1.15;0.9;1;1.02;296;-;-;-;-;-;-;-;-;-
5490.064;0.315;10.748;1;4208.829;3998.64;691.756;5384.72;0.319;183.433;1;1;75;103;428;12.93;46;3.9;0.17;0.11;0.19;217;1.2;1.08;0.8;0.9;1.05;211;-;-;-;-;-;-;-;-;-
2653.066;0.576;5.863;1;5134.18;2156.59;201.083;5796.6;0.828;279.133;1;1;53;229;341;49.66;16;3.8;0.16;0.05;0.01;127;0.7;1.1;0.7;0.3;1.01;264;-;-;-;-;-;-;-;-;-
7764.103;0.425;14.554;1;6806.215;6629.7;373.523;8260.65;0.026;254.504;1;1;87;216;379;46.93;42;0.7;0.16;0.19;0.01;83;1.4;1.03;0.9;0.9;1.01;219;-;-;-;-;-;-;-;-;-
1052.292;0.072;2.863;0.846;1347.48;1347.48;173.907;1419.03;0;205.994;1;1;77;86;330;4.18;48;0.1;0.2;0.05;0.03;204;0.4;1.06;0.8;0.3;1;169;-;-;-;-;-;-;-;-;-
8573.766;0.552;16.18;1;9068.97;6786.38;1264.39;12803.6;0.566;268.97;1;1;77;197;396;45.71;49;3;0.16;0.14;0.24;290;1.5;1.22;0.8;0.8;1.05;227;-;-;-;-;-;-;-;-;-
-13.484;0.121;0.974;0.174;527.035;527.035;107.071;875.675;0;318.581;1;1;29;279;404;5.58;44;0.1;0.15;0.03;0.5;244;1.4;1.19;0.7;0.4;1;319;-;-;-;-;-;-;-;-;-
8346.324;0.46;15.798;1;6002.986;5997.89;1142.91;9149.76;0.166;242.74;1;1;76;71;415;46.01;36;0.2;0.2;0.02;0.49;262;0.3;1.15;0.7;0.6;0.98;219;-;-;-;-;-;-;-;-;-
2409.535;0.149;5.266;1;3186.799;2976.19;158.196;3598.13;0.078;282.829;1;1;77;252;425;14.27;50;4.2;0.2;0.19;0.45;79;0.7;1.24;0.7;1;1.01;317;-;-;-;-;-;-;-;-;-
85.985;0.254;1.161;0.222;622.746;438.298;23.297;713.705;0.568;341.146;1;1;40;276;441;8.47;9;4.5;0.18;0.17;0.16;79;0.5;1.06;0.9;0.4;1.01;314;-;-;-;-;-;-;-;-;-
1044.162;0.241;2.813;0.789;1250.604;1183.29;58.234;1476.22;0.277;196.422;1;1;91;81;500;7.79;10;3.9;0.18;0.06;0.22;74;1.1;1.18;0.9;0.6;0.98;232;-;-;-;-;-;-;-;-;-
1270.224;0.395;3.359;1;1662.741;1582.22;90.41;1950.5;0.049;202.257;1;1;44;170;322;19.82;20;1;0.17;0.19;0.26;84;1;1.16;0.8;0.8;1;265;-;-;-;-;-;-;-;-;-
2069.712;0.277;4.908;1;1999.532;1623.03;115.32;2323.06;0.472;271.255;1;1;33;210;402;8.86;35;4.8;0.2;0.18;0.08;101;0.6;1.23;0.9;0.7;0.99;349;-;-;-;-;-;-;-;-;-
5474.091;0.485;10.888;1;7478.67;3463.93;263.54;8450.12;0.804;267.046;1;1;63;127;448;23.9;21;4.7;0.18;0.01;0.31;107;1.4;1.05;0.8;0.4;0.98;293;-;-;-;-;-;-;-;-;-
7409.71;0.736;14.865;1;10849.49;4621.21;979.075;13764.6;0.901;250.73;1;1;39;150;344;39.51;48;3.3;0.15;0.02;0.42;270;1;1.04;0.7;0.5;1.01;345;-;-;-;-;-;-;-;-;-
2201.383;0.278;4.859;1;3133.229;2386.36;201.856;3816.4;0.538;199.85;1;1;84;107;348;9.36;23;4.3;0.16;0.05;0.09;117;1;1.17;0.7;0.3;1.01;195;-;-;-;-;-;-;-;-;-
2601.586;0.666;5.89;1;3615.4;2131.73;165.786;4033.28;0.807;246.775;1;1;36;50;491;18.46;17;1.9;0.2;0.18;0.49;109;1;1.11;0.7;0.7;1.04;332;-;-;-;-;-;-;-;-;-
7596.467;0.622;15.193;1;10150.54;3738.7;622.943;12101.1;0.884;292.055;1;1;40;164;447;33.75;42;4.8;0.16;0.1;0.22;207;1.4;1.18;0.9;0.7;1.01;299;-;-;-;-;-;-;-;-;-
1893.192;0.607;4.596;1;3056.39;1092.69;177.336;3608.41;0.886;255.838;1;1;29;97;423;28.17;18;4.7;0.17;0.18;0.43;203;0.9;1.24;0.9;0.9;1.03;210;-;-;-;-;-;-;-;-;-
803.793;0.212;2.399;0.918;954.503;954.503;69.414;1056.04;0;168.986;1;1;89;130;346;12;9;1.5;0.18;0.03;0.23;103;0.4;1.13;0.9;0.6;1.01;321;-;-;-;-;-;-;-;-;-
5024.687;0.495;10.236;1;9158.92;4199.87;624.827;11488.7;0.786;255.418;1;1;51;168;370;19.81;41;3.2;0.19;0.16;0.46;205;0.8;1.01;0.7;0.3;0.98;188;-;-;-;-;-;-;-;-;-
1950.97;0.431;4.529;1;2123.09;2123.09;412.972;3250.26;0;274.714;1;1;62;190;470;12.44;20;0.5;0.18;0.09;0.18;241;0.8;1.23;0.8;0.4;1.05;257;-;-;-;-;-;-;-;-;-
3237.056;0.704;6.985;1;4732.94;1912.85;380.741;6019.7;0.93;310.367;1;1;47;67;499;25.48;15;1.1;0.2;0.2;0.05;302;1.1;1.25;0.8;0.4;1;243;-;-;-;-;-;-;-;-;-
5417.785;0.684;11.245;1;9751.99;2951.06;570.119;11573.4;0.921;287.261;1;1;32;45;490;20.57;36;4.1;0.18;0.12;0.5;236;1.2;1.24;0.8;0.5;0.99;347;-;-;-;-;-;-;-;-;-
1267.993;0.097;3.195;0.825;1682.26;1682.26;234.753;1813.79;0;175.995;1;1;93;99;392;3.57;40;2.7;0.19;0.04;0.28;219;1;1.24;0.8;0.6;1.05;185;-;-;-;-;-;-;-;-;-
12090.133;0.75;22.934;1;22327.43;6517.53;404.04;23615.9;0.964;268.564;1;1;60;98;451;40.49;30;1.6;0.16;0.08;0.35;90;0.8;1.04;0.7;0.3;1.02;281;-;-;-;-;-;-;-;-;-
4521.058;0.473;9.004;1;4510.695;3514.63;223.62;5053.25;0.514;198.606;1;1;77;117;357;32.64;19;2.8;0.19;0.15;0.39;92;0.9;1.21;0.8;0.7;1.02;323;-;-;-;-;-;-;-;-;-
1242.761;0.255;3.194;1;1657.426;1594.94;93.707;1688.96;0.038;143.1;1;1;79;90;331;12.95;14;0.9;0.2;0.15;0.3;86;0.6;1.04;0.7;0.6;1.05;327;-;-;-;-;-;-;-;-;-
1534.984;0.386;3.92;1;1054.841;1023.77;224.313;1685.16;0.032;275.498;1;1;28;170;410;26.51;33;0.1;0.15;0.16;0.2;272;0.8;1.25;0.9;0.9;0.98;282;-;-;-;-;-;-;-;-;-
12410.246;0.644;23.679;1;20338.65;7625.65;242.705;21284.2;0.874;199.285;1;1;55;35;389;36.87;42;4.1;0.16;0.05;0.19;51;1.5;1.01;0.7;0.5;0.99;312;-;-;-;-;-;-;-;-;-
74.719;0.449;1.14;0.235;797.11;435.766;60.079;944.312;0.736;201.298;1;1;39;71;347;10.39;7;4.2;0.16;0.16;0.29;178;1.5;1.24;0.7;0.4;1.04;312;-;-;-;-;-;-;-;-;-
4874.593;0.522;9.869;1;6335.66;1908.2;118.295;6716;0.974;283.603;1;1;58;101;472;44.59;14;0.3;0.16;0.1;0.07;90;0.6;1.1;0.9;0.3;1.05;197;-;-;-;-;-;-;-;-;-
499.526;0.262;1.878;0.46;802.126;788.191;50.149;912.21;0.163;158.629;1;1;82;79;471;8.36;8;3.6;0.15;0.01;0.17;92;1;1.2;0.9;0.8;1.04;230;-;-;-;-;-;-;-;-;-
5716.046;0.615;11.68;1;7203.03;3361.53;721.353;9279.92;0.818;260.161;1;1;40;62;438;20.04;49;3.6;0.15;0.18;0.43;272;0.8;1.2;0.8;0.7;1.03;311;-;-;-;-;-;-;-;-;-
1990.902;0.241;4.586;1;2277.68;2277.68;389.945;2928.35;0;204.447;1;1;65;167;441;6.57;38;2.3;0.15;0;0.41;220;0.2;1.23;0.7;0.7;1.02;305;-;-;-;-;-;-;-;-;-
4536.457;0.565;9.302;1;8024.48;3389.07;289.578;9014.79;0.826;258.626;1;1;54;137;409;17.35;29;3.5;0.15;0.14;0.14;118;1.5;1.15;0.7;0.3;0.99;294;-;-;-;-;-;-;-;-;-
3801.413;0.287;7.702;1;4566.91;4010.31;656.126;6398.79;0.122;260.435;1;1;80;177;390;33;44;0.1;0.19;0.16;0.5;207;1.3;1.12;0.7;0.3;1.03;232;-;-;-;-;-;-;-;-;-
776.673;0.09;2.375;0.668;1055.44;1027.6;209.919;893.646;0.028;225.461;1;1;77;146;455;2.06;48;0.8;0.15;0.13;0.47;274;0.5;1.06;0.8;0.9;1.01;288;-;-;-;-;-;-;-;-;-
1317.888;0.575;3.394;1;1931.645;1301.26;254.024;2757.98;0.654;281.894;1;1;59;225;391;45.06;13;3.4;0.15;0.16;0.08;236;1;1.06;0.8;0.9;1;279;-;-;-;-;-;-;-;-;-
3190.97;0.252;6.563;1;3748.59;3748.59;208.012;4263.15;0;137.571;1;1;88;18;353;8.9;37;0.4;0.15;0.07;0.29;82;1.2;1.09;0.7;0.4;1.04;183;-;-;-;-;-;-;-;-;-
9130.322;0.364;16.807;1;9328.22;6716.87;1196.63;13206;0.61;240.689;1;1;93;49;486;16.02;45;4.7;0.2;0.08;0.01;224;0.8;1.07;0.7;0.5;0.98;282;-;-;-;-;-;-;-;-;-
8408.562;0.616;16.277;1;12052.37;4311.6;802.052;14551;0.889;263.998;1;1;59;33;459;41.99;33;4.8;0.17;0.12;0.33;226;1.4;1.07;0.8;0.7;1;319;-;-;-;-;-;-;-;-;-
-357.752;0.608;0.325;0;265.911;171.204;14.624;316.845;0.691;199.21;1;1;33;14;427;10.58;2;3.1;0.15;0.04;0.44;118;0.2;1.1;0.7;0.6;0.98;276;-;-;-;-;-;-;-;-;-
5415.611;0.293;10.984;1;4669.954;4587.1;162.805;4955.5;0.162;213.009;1;1;49;155;432;12.23;50;3.3;0.19;0;0.06;56;0.6;1.11;0.8;1;1.01;347;-;-;-;-;-;-;-;-;-
299.714;0.531;1.565;0.361;799.009;594.044;53.323;984.492;0.569;201.045;1;1;34;123;356;20.43;7;3.2;0.19;0.15;0.16;123;0.5;1.12;0.8;0.9;0.99;227;-;-;-;-;-;-;-;-;-
-424.841;0.165;0.214;0;123.182;123.182;15.458;147.305;0;187.25;1;1;47;164;407;6.1;3;2.4;0.19;0.03;0.16;163;1.1;1.01;0.9;1;1.02;332;-;-;-;-;-;-;-;-;-
2779.347;0.176;5.859;1;3104.808;3082.7;134.986;3240.62;0.065;180.147;1;1;86;120;421;5.86;47;4.3;0.15;0.11;0.09;67;1.1;1.03;0.7;0.7;1.03;272;-;-;-;-;-;-;-;-;-
6574.408;0.482;12.875;1;6894.44;3549.44;644.421;8749.54;0.778;217.726;1;1;63;81;335;21.14;30;4.3;0.17;0.03;0.02;247;0.3;1.14;0.9;0.3;1.02;227;-;-;-;-;-;-;-;-;-
4013.864;0.452;8.4;1;3986.717;3637.67;196.238;4478.46;0.327;227.586;1;1;49;187;341;32;34;2.7;0.16;0.05;0.36;80;1.2;1.08;0.8;1;1.05;258;-;-;-;-;-;-;-;-;-
433.16;0.584;1.812;0.582;1679.685;613.385;131.637;2075.13;0.881;342.711;1;1;38;219;493;33.01;10;4.8;0.15;0.18;0.42;282;0.3;1.15;0.7;0.9;1.05;282;-;-;-;-;-;-;-;-;-
1086.112;0.528;3.026;1;1144.154;721.417;56.716;1278.68;0.929;249.425;1;1;41;123;388;37.93;7;0.3;0.16;0.03;0.06;110;0.4;1.25;0.9;0.6;1.05;322;-;-;-;-;-;-;-;-;-
277.293;0.051;1.492;0.366;496.753;496.753;15.81;334.714;0;221.13;1;1;76;184;408;1.07;49;1.8;0.08;0.08;0.16;51;0.8;1.13;0.9;1;1.03;341;-;-;-;-;-;-;-;-;-
9589.248;0.589;18.549;1;9722.04;7036.67;324.381;11105.5;0.624;324.836;1;1;54;239;461;28.57;39;2.1;0.17;0.03;0.11;70;0.3;1.2;0.8;0.5;0.98;342;-;-;-;-;-;-;-;-;-
5391.961;0.647;11.243;1;9924.06;2643.99;235.039;10702.4;0.924;349.566;1;1;29;255;456;45.45;30;4.5;0.19;0.16;0.27;122;1.4;1.19;0.9;0.5;1.02;286;-;-;-;-;-;-;-;-;-
5588.252;0.428;11.379;1;5352.27;4393.94;379.224;6365.7;0.473;197.163;1;1;44;112;384;13.62;47;3.5;0.18;0.06;0.13;119;0.5;1.06;0.8;0.7;1.04;239;-;-;-;-;-;-;-;-;-
9330.065;0.602;17.926;1;12182.3;4851.92;397.947;13468.2;0.851;188.56;1;1;60;11;351;28.14;25;3.7;0.2;0.1;0.18;114;0.6;1.14;0.9;0.3;0.99;286;-;-;-;-;-;-;-;-;-
1118.536;0.306;3.084;0.966;1260.873;1044.5;207.43;1922.85;0.469;240.286;1;1;42;100;500;5.09;23;3.9;0.18;0.14;0.47;274;0.3;1.14;0.9;0.6;0.98;246;-;-;-;-;-;-;-;-;-
1125.021;0.582;3.003;0.842;1609.252;1277.08;157.918;2093.92;0.527;245.086;1;1;73;176;398;46.38;8;2.6;0.16;0.13;0.44;161;1.2;1.04;0.8;1;1.03;220;-;-;-;-;-;-;-;-;-
8173.826;0.763;16.457;1;24820.68;3807.48;523.576;26484.6;0.982;262.936;1;1;32;104;413;37.39;39;4.4;0.16;0.05;0.26;176;0.7;1.16;0.8;0.3;1.01;258;-;-;-;-;-;-;-;-;-
7379.926;0.374;13.974;1;8318.95;6108.72;475.078;9890.62;0.576;267.882;1;1;82;223;349;47.94;40;4.4;0.18;0.09;0.16;109;0.6;1.2;0.7;0.6;0.98;334;-;-;-;-;-;-;-;-;-
10705.353;0.722;21.002;1;10520.53;5749.04;1089.67;13795.7;0.821;249.107;1;1;40;178;338;40.52;50;2.9;0.17;0;0.29;234;0.4;1.13;0.9;0.5;1.03;239;-;-;-;-;-;-;-;-;-
4466.571;0.775;9.022;1;9199.76;2030.96;218.067;9950.57;0.986;269.223;1;1;67;18;475;41.28;10;3.3;0.15;0.06;0.02;143;0.7;1.11;0.9;0.3;1.01;180;-;-;-;-;-;-;-;-;-
11656.881;0.367;21.125;1;6525.37;6525.37;1492.13;9302.15;0;187.975;1;1;95;143;357;36.43;42;0.9;0.19;0.02;0.21;251;0.2;1.18;0.9;0.9;1;273;-;-;-;-;-;-;-;-;-
